Res,Naive,NumPy,Numba
128,0.21090149879455566,0.020287036895751953,1.2965476512908936
256,0.8340604305267334,0.0864419937133789,0.024488449096679688
512,3.171600580215454,0.6698956489562988,0.058905839920043945
1024,12.853314638137817,3.4295413494110107,0.34911012649536133
